   1.3575530e-14   0.0000000e+00   0.0000000e+00  -7.6704585e-93 -8.8685932e-115   2.3509887e-38
   9.0222648e-03   1.8370405e-03  -3.0549500e-02   2.1819556e-04   1.1981218e-04   9.0162682e-05
   1.7022054e-02  -1.7834689e-02  -7.7447920e-03   3.1831001e-04  -3.0073510e-05   1.7487365e-04
   1.2180769e-02   5.7556219e-04  -1.1614208e-02   1.9661849e-04   2.7689785e-05   4.2225388e-04
   1.1558783e-02   3.0048971e-03  -2.6548135e-02   1.9919758e-04  -1.8422412e-04   4.1640647e-04
   1.4113795e-02  -1.7591970e-02  -2.9075397e-02   2.6528736e-04  -3.0665460e-04   8.0296051e-05
   1.4458992e-02  -9.3122528e-03  -4.1506361e-02   2.5116223e-05  -3.7799709e-04   1.4950006e-04
   2.7345418e-02  -9.7688127e-03  -6.6949509e-02   1.7364444e-04  -8.4085196e-04   1.7568172e-04
   3.9466803e-02  -1.6718134e-02  -5.4143196e-02   9.6700457e-05  -1.0502389e-03  -1.6895321e-05
   3.3656238e-02  -8.5573392e-03  -9.2439160e-02   2.8619476e-04  -1.1152582e-03  -1.5249450e-04
   2.7574680e-02  -2.0897958e-02  -4.3511235e-02   9.6730152e-05  -8.0925693e-04   2.0993433e-05
   3.3827379e-02  -2.2628812e-02  -8.1258305e-02   2.3477653e-04  -8.7084762e-04   3.3366297e-04
   4.6014857e-02  -8.7688636e-02   1.2516549e-02  -2.6031770e-04  -1.4029506e-03   7.1864846e-04
   8.1459125e-02  -2.1356578e-01  -1.7115751e-01   3.5809534e-04  -2.6301581e-03   9.1190932e-04
   6.8912049e-02  -3.1333103e-01  -3.9266130e-01   6.6121062e-04  -2.8168662e-03   7.4186679e-04
   8.4964512e-02  -3.8570103e-01  -5.4791407e-01   1.5081897e-04  -3.6468922e-03   6.7403491e-04
   9.2627002e-02  -3.5777462e-01  -5.4786015e-01  -1.6057819e-03  -3.6831741e-03   2.3781289e-03
   7.4763159e-02  -3.5465679e-01  -5.3634137e-01  -2.8092303e-03  -3.5145969e-03   3.3521168e-03
   5.7273725e-02  -3.4723654e-01  -6.0536526e-01  -4.1640431e-03  -3.2739494e-03   4.0881684e-03
   2.6635717e-02  -2.0465613e-01  -3.2846441e-01  -4.6902527e-03  -2.4701493e-03   3.4218362e-03
  -8.0924557e-03  -1.3223475e-01  -1.1875757e-01  -3.2693615e-03  -2.2459673e-03   2.6766826e-03
  -2.6845309e-02  -1.5141764e-01  -1.1525663e-01  -1.9482086e-03  -2.1981692e-03   2.0177774e-03
  -3.7578307e-02  -1.4375363e-01  -8.6316837e-02  -2.0631045e-03  -2.1570120e-03   1.9869664e-03
  -3.2717107e-02  -1.6325940e-01  -7.4168006e-02  -1.5128989e-03  -2.3999141e-03   1.9688233e-03
  -3.8652996e-02  -1.6332392e-01  -7.1741218e-02  -1.4744157e-03  -2.2524979e-03   1.5832674e-03
  -4.2107234e-02  -1.7282767e-01  -6.0661583e-02  -1.1876839e-03  -2.0833285e-03   1.4865152e-03
  -5.1220076e-02  -1.9058341e-01  -4.7927977e-02  -3.9282744e-04  -2.0319998e-03   1.1452087e-03
  -2.2064659e-02  -2.2078726e-01  -6.8537646e-02  -1.8728473e-03  -2.2978996e-03   2.4630645e-03
  -9.5740969e-03  -2.2962384e-01  -5.8617461e-02  -2.4972663e-03  -1.9738837e-03   3.4055019e-03
   7.6290161e-04  -2.2761681e-01  -9.0087788e-02  -2.4059055e-03  -1.9297909e-03   3.9003946e-03
  -5.7259095e-03  -2.3575266e-01  -1.0521265e-01  -2.5156231e-03  -1.8153036e-03   3.9086272e-03
  -1.3442842e-02  -2.7077940e-01  -8.5893663e-02  -2.0374624e-03  -1.6481513e-03   4.3471954e-03
  -3.0065271e-03  -2.9282828e-01  -5.2323715e-02  -1.0466408e-03  -1.9815498e-03   4.6720284e-03
  -1.5217158e-02  -3.1945906e-01  -2.3642262e-02  -1.0154484e-04  -1.8767062e-03   4.8621732e-03
  -3.1179693e-02  -3.7341357e-01  -8.6629148e-03   1.1262158e-03  -1.5596775e-03   5.3237663e-03
  -3.2969734e-02  -3.9129179e-01  -9.8981328e-03   2.0399653e-03  -1.6843323e-03   5.4450426e-03
  -6.9117570e-02  -3.1318417e-01   1.7070180e-01   1.0447726e-03  -1.1368851e-03   5.2155576e-03
  -1.2268797e-01  -2.7241365e-01   1.7236477e-01   1.4320901e-03   1.8337583e-04   3.4535165e-03
  -1.1594773e-01  -2.1678626e-01   2.0051300e-01   9.9034177e-04   8.2744772e-04   4.3864652e-03
  -9.4122401e-02  -2.4740063e-01   2.2682506e-01   1.4994577e-03  -2.9266569e-04   4.0045814e-03
  -1.2735172e-01  -2.3906569e-01   2.2835019e-01   1.4892054e-03   3.8373029e-04   4.2497519e-03
  -1.1698436e-01  -2.3262172e-01   2.3200326e-01   1.8314186e-03   7.0147107e-05   4.4507496e-03
  -1.1780704e-01  -2.2983547e-01   2.1556646e-01   1.7897391e-03   4.7294138e-04   5.0857595e-03
  -1.0254522e-01  -2.3524661e-01   2.3025368e-01   2.1272403e-03  -8.0712994e-06   5.3662660e-03
