   1.3931135e-14   0.0000000e+00   0.0000000e+00   0.0000000e+00 -2.2176874e-111  -9.4039548e-38
  -5.1332947e-03  -5.4262952e-02   3.9762459e-03   3.1893986e-04   1.1060487e-04  -3.2415833e-05
  -4.0553458e-03   3.0007074e-03  -2.1328152e-02   1.2746555e-04   1.4452750e-04  -2.2982662e-05
  -1.1577229e-02  -1.4914172e-02  -3.1429736e-02  -1.1373324e-04   7.3099516e-05  -1.0095704e-04
  -8.9843772e-03   3.8846337e-02  -6.2599801e-02  -1.4130735e-04  -2.1445369e-05  -2.3748827e-04
  -6.4077784e-03  -5.4617082e-02   1.2413469e-02   1.4792209e-05  -3.2720436e-04  -1.9381502e-04
   9.7308795e-03   1.2037506e-02  -3.5671941e-02  -2.6459539e-04  -4.1326669e-04  -2.8371077e-04
   5.3511059e-03  -3.2999800e-02   3.1126724e-02  -3.9065955e-04  -4.8018050e-04  -5.7547899e-05
   2.4173599e-02   1.9612576e-02  -3.5360515e-02  -8.6493260e-04  -5.8409691e-04   4.6766199e-05
   1.6493985e-02   1.3892921e-03  -3.4050592e-02  -8.9584420e-04  -7.1763202e-04   1.6120524e-04
   1.2371693e-02  -5.0942211e-02  -1.5706647e-02  -6.8985153e-04  -7.5200555e-04   4.7330011e-05
   5.2843226e-03   3.7627087e-02  -5.5689793e-02  -7.6480776e-04  -5.6604428e-04  -1.4269285e-05
   5.2636095e-02  -1.5669304e-02  -7.4109464e-02  -1.0344506e-03  -1.4378799e-03   2.4958154e-05
   5.2223631e-02   6.3411237e-02  -3.3916797e-01  -8.8445127e-04  -1.1531118e-03   3.8001592e-04
   1.3704492e-02   2.0792299e-01  -5.7543789e-02  -5.8117301e-03  -5.3989830e-04   2.5939655e-04
   8.0476023e-03   1.7278406e-01  -1.9252264e-01  -4.0259786e-03  -1.9020453e-04   2.5430626e-04
   3.4565775e-02   1.8531807e-01   5.0680189e-02  -5.3644866e-03  -3.1864581e-04   4.6077313e-04
  -2.7163154e-02   3.3407253e-01  -8.3627442e-02  -7.6902590e-03   5.8125019e-04   2.0858083e-04
   3.0311574e-02   2.0498736e-01  -5.9376114e-02  -5.2618862e-03   2.2491210e-04   2.8802674e-04
   2.1905941e-02   3.3631855e-01   3.7840861e-01  -9.7278926e-03   5.3143928e-04   6.9664058e-05
   4.5189381e-03   2.8667909e-01   3.3304449e-01  -8.7200092e-03   1.2146431e-03   4.0170970e-04
  -1.0567080e-02   3.2271969e-01   1.5879035e-01  -8.5834624e-03   1.6716806e-03   3.4786148e-04
   1.1920485e-03   2.7386857e-01   2.6316332e-01  -8.7837210e-03   1.3897899e-03   5.8586705e-04
  -3.1141315e-02   3.5162378e-01   1.8325625e-01  -9.1905623e-03   1.7716588e-03   2.1563714e-04
  -2.6463854e-02   2.8001087e-01   2.7700606e-01  -9.1229191e-03   1.7357303e-03   3.1680847e-04
  -2.2134855e-02   3.5418460e-01   1.9294597e-01  -9.6101872e-03   1.5141788e-03   1.7480224e-04
  -1.7882416e-02   2.8996262e-01   2.6443056e-01  -9.4064186e-03   1.5987661e-03   3.5160386e-04
  -4.5546684e-02   2.7848603e-01  -2.4369766e-01  -6.9452233e-03   1.7199719e-03   1.0160484e-04
  -4.4734834e-03   2.7448795e-01  -3.7501600e-02  -9.1506358e-03   1.7462785e-03   7.9092515e-04
  -7.1158712e-02   4.3755110e-01  -3.9868404e-01  -9.5385020e-03   2.3508738e-03   3.0139961e-04
  -6.5763490e-02   4.1561507e-01  -3.5077394e-01  -9.3765560e-03   2.9585784e-03   4.6840951e-05
  -4.6926816e-02   3.8979995e-01  -6.4556350e-02  -9.9035199e-03   3.0479868e-03   1.7941110e-05
  -1.9509966e-02   4.9347859e-01   1.9185746e-01  -1.3095124e-02   2.6910504e-03   3.3063957e-04
  -1.6629423e-02   5.2291218e-01  -8.8730462e-02  -1.2673101e-02   2.4293237e-03   6.7204571e-04
  -7.4980830e-02   4.7408966e-01  -2.6934177e-01  -1.0323328e-02   3.7532571e-03   1.5618057e-04
  -2.8269287e-02   4.5411824e-01  -1.2642702e-01  -9.8247461e-03   3.0750976e-03  -4.2023280e-04
