   1.3178625e-14   0.0000000e+00   0.0000000e+00 -4.2579598e-109  4.6636762e-130  -3.7615819e-37
  -1.4709278e-02  -4.3873260e-02  -1.7923012e-01   4.0665986e-03  -7.8856549e-04  -1.9433093e-04
  -7.9366052e-02  -9.1937752e-02  -1.4763747e-01   5.5461734e-03  -1.3242189e-05  -1.2273720e-03
  -5.7539897e-02  -5.9401141e-02  -1.2926260e-01   4.7035872e-03   1.1915567e-04  -1.1151455e-03
  -5.4028679e-02  -7.6836669e-02  -7.1473948e-02   4.6395221e-03  -1.9260955e-04  -1.1174395e-03
  -6.3171659e-02  -6.5229081e-02  -4.9967316e-02   4.3059318e-03   3.3322779e-04  -9.8722990e-04
  -4.5195345e-02  -6.2135120e-02  -5.6288972e-02   2.7625581e-03  -2.4080921e-04  -1.2888693e-03
  -5.5324573e-02  -5.6266887e-02  -7.9062014e-02   3.9480506e-03   5.2184556e-04  -1.1653241e-03
  -5.5803849e-02  -4.8773489e-02  -9.5040998e-02   4.4388541e-03   5.9995156e-04  -1.4384050e-03
  -5.6590860e-02  -4.6941141e-02  -8.5578137e-02   3.8849906e-03   4.4485690e-04  -1.3582003e-03
  -6.2108493e-02  -2.4431041e-02  -8.3367560e-02   3.7112568e-03   6.0642919e-04  -1.4042496e-03
  -5.0563455e-02  -4.0382648e-02  -1.0400115e-01   3.9066915e-03   3.8215548e-04  -1.4714014e-03
  -7.1605252e-02  -5.4163952e-02  -1.5058269e-01   5.1508547e-03   7.0659580e-06  -2.1817426e-03
  -6.4165332e-02  -5.6333289e-02  -8.3015642e-03   5.7399303e-03  -2.7729226e-04  -3.1826613e-03
  -9.3158606e-02  -7.1483650e-02  -1.0587181e-01   7.4929088e-03  -1.4013772e-04  -3.9230515e-03
  -1.0273648e-01  -7.9737903e-02   1.8650360e-01   6.6046032e-03  -3.3119087e-04  -4.4294700e-03
  -1.0735520e-01  -9.4158180e-02   3.7459695e-02   6.7799242e-03  -7.8392764e-04  -4.4024960e-03
  -1.3512137e-01  -8.8920440e-02   1.8327457e-01   6.3055557e-03   2.5100718e-04  -4.7960175e-03
  -1.2441688e-01  -6.3335940e-02   2.2612985e-01   6.1687228e-03  -2.2148435e-04  -4.9171682e-03
  -1.5596938e-01  -6.8847932e-02   1.8119698e-01   5.9297929e-03   5.9234700e-04  -4.8171674e-03
  -1.2832348e-01  -7.5830957e-02   2.7723465e-01   5.3528279e-03   8.0667643e-04  -4.1039463e-03
  -1.2641230e-01  -6.2867538e-02   3.1859471e-01   2.9551223e-03   7.7178258e-04  -4.1873004e-03
  -1.4227484e-01  -7.1165650e-02   3.1469449e-01   4.6981859e-03   1.2447157e-03  -4.2552423e-03
  -1.5103931e-01  -8.3113700e-02   2.9553321e-01   4.9644125e-03   1.2405809e-03  -4.3980605e-03
  -1.3730573e-01  -8.5946809e-02   3.5405781e-01   3.6530999e-03   1.3469922e-03  -4.2931441e-03
  -1.3713629e-01  -7.6831267e-02   3.1437933e-01   4.7036632e-03   1.9776901e-03  -4.4735401e-03
  -1.2592372e-01  -6.3355453e-02   2.9917649e-01   3.9297769e-03   1.7830465e-03  -4.2632248e-03
  -1.5466843e-01  -6.0800275e-02   3.7588071e-01   3.6622820e-03   1.6466234e-03  -4.9755410e-03
  -1.7439761e-01  -6.3583475e-02   3.1321266e-01   3.9083251e-03   1.4495622e-03  -5.3696623e-03
